cohort_groupings,n_pairs,addRel_min,addRel_max,mtdna,cnu,age_k1_meanFunction,USA_flag_10_k1_meanFunction,USA_flag_10_polychorFunction_rho,USA_flag_10_polychorFunction_se,USA_flag_10_polychorFunction_chisq,USA_flag_10_polychorFunction_df,USA_flag_10_ml_polychorFunction
1819,330176,0.0171875,0.028125,1,0,59.9132318641366,0.272219367609901,-0.0252929493155884,0.0022172880235274,0.00000800052657723427,0,-0.0252931818423237
1919,220575,0.0171875,0.028125,1,0,64.0641531677568,0.336774606082731,0.0165228346115485,0.0025220828354791,0.00000800006091594696,0,0.0165306529685049
,97,0.0171875,0.028125,1,0,66.5773195876289,0.463917525773196,,,,,
1717,7,0.0171875,0.028125,0,0,74.5,0.214285714285714,-0.939467975624795,5.42746992686787,0.00000813601863569602,0,-0.978282943656789
1718,27491,0.0171875,0.028125,0,0,60.7622487037206,0.218721004275448,-0.0160707098317653,0.00838737082011966,0.00000799998815637082,0,-0.0160708546641205
1719,167593,0.0171875,0.028125,0,0,65.4704527485642,0.270998618541383,-0.0771239228735756,0.00311662073552163,0.00000816024839878082,0,-0.0771243689841044
1818,1919876,0.0171875,0.028125,0,0,55.0354653350359,0.21387722627642,0.00304628966055145,0.00101230895154657,0.00000799912959337235,0,0.00306156860043687
1819,6173560,0.0171875,0.028125,0,0,59.6824436257096,0.275808757202962,-0.0310052891901645,0.000510431144033787,0.00000808015465736389,0,-0.0310056973408486
1919,4202223,0.0171875,0.028125,0,0,64.1030362216395,0.341121044291086,0.0107451866348948,0.00057591505203149,0.00000799819827079773,0,0.0107271355452502
,5955,0.0171875,0.028125,0,0,62.543408900084,0.305625524769102,,,,,
1717,5,0.028125,0.034375,1,0,61.1,0.3,-0.972123043339985,2.88119209700299,0.00000774776665934951,0,-0.994571719544201
1718,35756,0.028125,0.034375,1,0,60.9836602221538,0.220719082260772,-0.011931488351853,0.00732292127795019,0.00000800000270828605,0,-0.0119315735043935
1719,97306,0.028125,0.034375,1,0,65.211829697577,0.261348627577949,-0.0750867652790813,0.00414953553073385,0.00000802526483312249,0,-0.0750890926628033
1818,692721,0.028125,0.034375,1,0,55.829037667242,0.226080315487454,0.00984081255474999,0.00164329305885988,0.00000799959525465965,0,0.00983824111419063
1819,1937145,0.028125,0.034375,1,0,59.645902282018,0.273578389893987,-0.0296113054725871,0.000913667342418813,0.00000800192356109619,0,-0.0296116049379946
1919,1099452,0.028125,0.034375,1,0,64.1220518049969,0.338341777529916,0.0153731601384747,0.00112821335673349,0.00000800006091594696,0,0.0153838284575234
,60879,0.028125,0.034375,1,0,62.421259324986,0.314043881995234,,,,,
1717,18,0.028125,0.034375,0,0,65.6666666666667,0.305555555555556,0.141519649572251,0.281812804038955,0.00000800046359472617,0,0.141527361264651
1718,1047028,0.028125,0.034375,0,0,61.3295276423778,0.231128282720667,-0.00525588966965728,0.00132602027283268,0.00000800006091594696,0,-0.0052559283415546
1719,3053572,0.028125,0.034375,0,0,65.6157159875712,0.269250975301958,-0.0592859809963922,0.0007321283266069,0.00000800751149654388,0,-0.0592870568969511
1818,10889814,0.028125,0.034375,0,0,55.9877403787711,0.229595302203997,0.00978348639825017,0.000411806175539545,0.00000799447298049927,0,0.0097808123766125
1819,32281537,0.028125,0.034375,0,0,59.9216514745747,0.28073614626022,-0.0294659725324449,0.000221696990422904,0.00000807642936706543,0,-0.0294662731467342
1919,18076304,0.028125,0.034375,0,0,64.1467369356059,0.342459913176319,0.0108008767222818,0.000277380949176586,0.00000798702239990234,0,0.0107824958610723
,1746132,0.028125,0.034375,0,0,62.5272012837134,0.315618613376022,,,,,
1718,6071,0.034375,0.05625,1,0,60.5437093186125,0.217269506467826,-0.0045281659847173,0.0178764363570366,0.00000799999907030724,0,-0.00452821902212492
1719,8502,0.034375,0.05625,1,0,65.0095277304005,0.272010821619714,-0.0169195001641214,0.0138046478987679,0.00000800000270828605,0,-0.0169195943886385
1818,179414,0.034375,0.05625,1,0,55.5421693134981,0.211641245342525,0.00781901653422239,0.00332402736283278,0.00000799994450062513,0,0.0078222559213888
1819,473100,0.034375,0.05625,1,0,59.4790285084519,0.269561124215915,-0.0275195696365508,0.0018594056202476,0.00000800099223852158,0,-0.0275198439146841
